"database","workload","nodes","threads","duration","throughput","readOperationCount","readAvgLatency","readMinLatency","readMaxLatency","readPer95Latency","readPer99Latency","insertOperationCount","insertAvgLatency","insertMinLatency","insertMaxLatency","insertPer95Latency","insertPer99Latency","updateOperationCount","updateAvgLatency","updateMinLatency","updateMaxLatency","updatePer95Latency","updatePer99Latency","rmwOperationCount","rmwAvgLatency","rmwMinLatency","rmwMaxLatency","rmwPer95Latency","rmwPer99Latency"
"CockroachDB","F",3,48,60,36.880449,4065,87410.26052,505,13484031,152831,1068031,0,0,0,0,0,0,2050,573284.6673,44384,73859071,418047,1141759,2050,673850.2244,45312,73924607,660991,5271551
"CockroachDB","D",3,48,60,215.641345,12316,51922.0747,462,10215423,205439,594431,671,476356.1729,45792,5292031,1442815,1914879,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,57,60,87.928173,2889,95645.38145,498,9781247,145535,1727487,0,0,0,0,0,0,2938,304643.6923,45632,14458879,599551,2018303,0,0,0,0,0,0
"CockroachDB","B",3,57,60,195.359934,11279,73641.79945,482,6447103,256767,896511,0,0,0,0,0,0,594,522224.8081,65664,7598079,1506303,2572287,0,0,0,0,0,0
"CockroachDB","C",3,57,60,323.57683,19468,58408.48665,455,18923519,241791,541183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,57,60,17.787573,2502,130544.0596,580,15155199,687103,1916927,0,0,0,0,0,0,1235,1506503.119,27440,119734271,421631,77398015,1235,1640613.189,28816,120258559,885759,85262335
"CockroachDB","D",3,57,60,203.413635,11735,72007.34879,467,15908863,223487,643583,576,514331.75,50432,6483967,1633279,1891327,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,66,60,11.591243,1030,208317.4612,588,16654335,964095,2922495,0,0,0,0,0,0,1036,2835715.027,51968,156499967,1419263,139067391,0,0,0,0,0,0
"CockroachDB","B",3,66,60,165.918763,9502,104354.3409,465,14704639,331775,1071103,0,0,0,0,0,0,518,632904.7104,64320,7655423,1987583,3108863,0,0,0,0,0,0
"CockroachDB","C",3,66,60,271.777292,16411,80346.53074,455,16629759,411903,719871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,66,60,13.945589,2258,243199.655,602,19267583,854015,5148671,0,0,0,0,0,0,1117,2104532.204,31792,143261695,425727,92798975,1117,2354318.997,49056,143654911,1890303,98500607
"CockroachDB","D",3,66,60,296.364899,16984,47518.04522,443,12345343,206463,496895,936,548577.8462,73152,2727935,1649663,2203647,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","B",3,12,60,85.720472,4880,41718.92398,485,8318975,70975,470015,0,0,0,0,0,0,267,133466.5468,39424,1234943,301311,546815,0,0,0,0,0,0
"CockroachDB","C",3,12,60,140.933782,8458,28301.76212,499,5234687,42879,375039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,12,60,42.449768,2550,41437.46,683,997887,340735,543231,0,0,0,0,0,0,1315,101783.6776,33248,439039,195583,302847,1315,141621.1224,37248,1337343,409343,649727
"CockroachDB","D",3,12,60,78.500907,4471,42672.12436,551,5328895,92735,495103,244,199370.0984,38592,4763647,374527,730111,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,21,60,51.886007,1503,74085.57751,567,9625599,181503,829951,0,0,0,0,0,0,1614,190509.3432,47808,7520255,400639,872959,0,0,0,0,0,0
"CockroachDB","B",3,21,60,85.586786,4862,72235.52036,484,9461759,179583,607231,0,0,0,0,0,0,278,243821.5252,43776,4792319,587775,892415,0,0,0,0,0,0
"CockroachDB","C",3,21,60,172.427552,10371,40446.93974,493,7536639,156415,492031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,21,60,59.146494,3555,52566.42897,513,6184959,108415,635903,0,0,0,0,0,0,1810,128361.9801,38944,591871,265983,387839,1810,178066.2276,40192,6266879,389631,743423
"CockroachDB","D",3,21,60,107.023578,6101,52249.9682,555,6561791,123455,556031,340,295190.0235,52672,5472255,599551,2539519,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,30,60,68.917593,2135,68983.35316,568,9478143,142207,854015,0,0,0,0,0,0,2080,218266.6077,39296,6983679,442879,1112063,0,0,0,0,0,0
"CockroachDB","B",3,30,60,136.556192,7834,60789.15726,488,6987775,169087,585727,0,0,0,0,0,0,386,317411.4819,49280,5255167,912383,1464319,0,0,0,0,0,0
"CockroachDB","C",3,30,60,278.868408,16748,35746.74946,477,2922495,187775,497407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,30,60,82.917581,4986,48100.30626,535,6483967,111039,614911,0,0,0,0,0,0,2403,149595.0329,44736,977407,324095,449535,2403,197319.0112,49920,6602751,448511,813055
"CockroachDB","D",3,30,60,155.29529,8911,50865.3407,434,9035775,166911,551935,437,333624.714,37888,2334719,994815,1437695,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,39,60,55.700488,2405,70592.35551,497,10567679,110527,839167,0,0,0,0,0,0,2399,335726.9662,47296,30883839,538623,2160639,0,0,0,0,0,0
"CockroachDB","B",3,39,60,163.194791,9313,63768.57994,468,7270399,202367,642047,0,0,0,0,0,0,511,362133.8239,39104,5128191,977919,1555455,0,0,0,0,0,0
"CockroachDB","C",3,39,60,170.23503,10249,76029.06391,474,9297919,303103,666111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,39,60,62.384491,4827,57773.56018,577,4845567,149375,833023,0,0,0,0,0,0,2440,264138.0131,45824,28442623,384255,670207,2440,317016.3279,48480,28704767,557567,1319935
"CockroachDB","D",3,39,60,216.117459,12343,42637.75905,419,5971967,151551,506879,669,377313.6024,52032,6328319,1087487,1529855,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,48,60,19.352763,1068,116692.2491,616,9773055,651263,1645567,0,0,0,0,0,0,1037,1358983.931,39712,88670207,1074175,58425343,0,0,0,0,0,0
"CockroachDB","B",3,48,60,179.752237,10332,69359.95519,439,6828031,243327,731647,0,0,0,0,0,0,536,452560.0299,45856,7106559,1346559,1745919,0,0,0,0,0,0
"CockroachDB","C",3,48,60,276.335725,16597,57655.26282,475,9330687,286463,575999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,48,60,31.716821,3378,96617.17732,548,11853823,474879,1559551,0,0,0,0,0,0,1681,697654.6437,43744,72679423,427775,2641919,1681,790343.1101,44768,73662463,724479,4620287
"CockroachDB","D",3,48,60,207.504094,11940,57161.95268,472,9740287,201727,569855,603,460565.5191,44256,7020543,1518591,2236415,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,57,60,16.131297,1208,155517.231,611,11395071,721919,3196927,0,0,0,0,0,0,1205,1873567.349,49824,124387327,1162239,92995583,0,0,0,0,0,0
"CockroachDB","B",3,57,60,170.236018,9882,84670.22678,471,10108927,306431,795647,0,0,0,0,0,0,555,552358.1117,49248,5980159,1822719,2590719,0,0,0,0,0,0
"CockroachDB","C",3,57,60,251.683641,15173,75130.80452,460,13737983,345855,626687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,57,60,21.426499,2658,163073.3273,551,20234239,713727,5718015,0,0,0,0,0,0,1304,1202974.172,44512,103481343,492287,60588031,1304,1355578.356,46592,103743487,927743,66748415
"CockroachDB","D",3,57,60,259.9947,14873,46829.52726,434,6443007,242687,475903,826,536777.1235,39904,3874815,1784831,2570239,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,66,60,10.580338,1213,314793.8219,565,24002559,1406975,6549503,0,0,0,0,0,0,1164,3019731.698,38208,198836223,1514495,154009599,0,0,0,0,0,0
"CockroachDB","B",3,66,60,202.69603,11697,83806.90485,447,6393855,298751,1120255,0,0,0,0,0,0,618,550503.1715,48256,5472255,1727487,2586623,0,0,0,0,0,0
"CockroachDB","C",3,66,60,204.321192,12341,106968.3201,461,9330687,483071,969215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,66,60,15.062899,3294,139411.4964,534,20971519,604671,3414015,0,0,0,0,0,0,1600,2227999.32,44896,195166207,606719,127336447,1600,2351963.79,49376,195428351,884735,128122879
"CockroachDB","D",3,66,60,243.69344,13947,63429.57102,471,10960895,240511,630271,756,572943.6402,50144,5910527,1961983,2947071,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,3,60,4.647444,135,189141.0148,863,5132287,398079,4009983,0,0,0,0,0,0,144,237988.1111,33024,2824191,506367,612351,0,0,0,0,0,0
"CockroachDB","B",3,3,60,38.644847,2206,23360.05621,715,730111,200319,318207,0,0,0,0,0,0,113,73421.23894,30688,492799,336639,428799,0,0,0,0,0,0
"CockroachDB","C",3,3,60,3.865493,246,258068.0244,875,5033983,457983,4517887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,3,60,1.664614,100,570024.2,1076,5685247,3952639,5373951,0,0,0,0,0,0,53,54905.20755,30512,150143,87679,96127,53,423452.9811,33376,5738495,530943,5206015
"CockroachDB","D",3,3,60,3.007718,175,338467.32,781,5541887,453119,4939775,7,157373.7143,42688,361983,361983,361983,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,12,60,27.73708,802,63358.08105,546,3862527,345343,684031,0,0,0,0,0,0,864,217986.9074,37088,4919295,663039,2639871,0,0,0,0,0,0
"CockroachDB","B",3,12,60,92.710274,5259,35490.39703,516,1005567,116159,515071,0,0,0,0,0,0,314,168442.7006,40800,1510399,370687,681471,0,0,0,0,0,0
"CockroachDB","C",3,12,60,95.114527,5718,41890.25901,554,5451775,87103,521727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,12,60,36.392379,2187,57423.10791,659,4943871,428031,621055,0,0,0,0,0,0,1089,104645.0615,31968,402431,215167,275199,1089,165028.1139,33792,5017599,550399,741887
"CockroachDB","D",3,12,60,105.932062,6062,29446.45282,534,4325375,112639,504831,306,199417.1503,38176,4534271,503039,816127,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,21,60,48.186761,1448,75710.98343,509,7405567,179583,748543,0,0,0,0,0,0,1450,213037.76,44160,7122943,446207,1092607,0,0,0,0,0,0
"CockroachDB","B",3,21,60,98.434708,5625,58411.96711,516,6316031,166911,623103,0,0,0,0,0,0,324,281458.7654,37856,4775935,695807,1625087,0,0,0,0,0,0
"CockroachDB","C",3,21,60,187.61445,11270,37177.6433,505,6029311,138239,436991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,21,60,53.352619,3209,68314.05329,548,6258687,141183,763391,0,0,0,0,0,0,1586,126174.6683,37504,649215,268799,385023,1586,193493.2257,38880,6598655,397823,896511
"CockroachDB","D",3,21,60,102.432374,5831,58155.96227,534,8912895,119039,590847,330,243591.4667,39360,4419583,652287,981503,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,30,60,64.891017,1942,69233.62049,587,7200767,109759,724991,0,0,0,0,0,0,1961,235795.1576,47520,6598655,514559,1589247,0,0,0,0,0,0
"CockroachDB","B",3,30,60,138.00206,7893,58434.77068,473,6242303,215423,645119,0,0,0,0,0,0,415,331597.494,40928,2029567,941055,1333247,0,0,0,0,0,0
"CockroachDB","C",3,30,60,365.234278,22005,27234.88512,462,2703359,134271,283647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,30,60,82.856953,4986,40302.56859,522,1343487,88703,635903,0,0,0,0,0,0,2563,155183.4631,49280,595967,333055,460799,2563,194558.1959,50336,1703935,429567,739327
"CockroachDB","D",3,30,60,142.293277,8172,54902.4535,450,9945087,193151,559103,408,370603.8039,43488,3409919,1059839,1443839,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,39,60,21.582499,1003,113976.9781,495,6283263,591871,2228223,0,0,0,0,0,0,983,1005571.792,42272,61112319,1010687,40468479,0,0,0,0,0,0
"CockroachDB","B",3,39,60,157.854647,9075,64344.7849,486,4739071,258815,672767,0,0,0,0,0,0,458,428780.7511,49984,4829183,1281023,1923071,0,0,0,0,0,0
"CockroachDB","C",3,39,60,262.650803,15784,49305.27971,468,2885631,266495,539135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,39,60,75.931662,4560,90331.78991,525,9199615,121343,2994175,0,0,0,0,0,0,2200,166520.9745,36352,908799,363007,530431,2200,259509.4691,38752,7602175,522751,3723263
"CockroachDB","D",3,39,60,213.414735,12243,43699.31177,467,5701631,191359,503295,621,392732.2641,43744,3923967,1215487,1765375,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,48,60,45.668805,2451,86882.85761,472,6737919,311039,1145855,0,0,0,0,0,0,2432,489522.8487,43552,67829759,598527,3246079,0,0,0,0,0,0
"CockroachDB","B",3,48,60,192.375357,11035,64716.46126,461,6299647,246911,620031,0,0,0,0,0,0,556,440210.3597,50592,5591039,1133567,1909759,0,0,0,0,0,0
"CockroachDB","C",3,48,60,243.832625,14737,65100.67035,457,10117119,299519,573439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,48,60,24.014702,2522,115422.3688,512,5955583,575999,2603007,0,0,0,0,0,0,1276,938473.0408,33536,80871423,352255,40108031,1276,1044364.614,35808,81854463,705023,41418751
"CockroachDB","D",3,48,60,263.430796,15095,38903.08076,411,5357567,194431,425215,807,461993.6753,42656,3094527,1406975,1816575,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,57,60,14.570836,1363,149990.515,614,16637951,626175,3631103,0,0,0,0,0,0,1355,2125729.925,43104,158728191,1009663,110952447,0,0,0,0,0,0
"CockroachDB","B",3,57,60,181.553003,10573,80160.05798,436,8335359,253951,893951,0,0,0,0,0,0,568,521473.8028,51712,18513919,1608703,2559999,0,0,0,0,0,0
"CockroachDB","C",3,57,60,290.71118,17520,65048.81113,396,6438911,332031,647167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,57,60,44.768513,5710,55452.83573,523,13361151,141439,839167,0,0,0,0,0,0,2900,608798.3779,48896,89194495,423423,683519,2900,668615.1007,51872,90570751,612351,1255423
"CockroachDB","D",3,57,60,246.307868,14083,50076.65299,494,7520255,223103,579583,777,557672.2574,41632,5689343,1682431,2664447,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",3,66,60,7.638538,933,208822.7996,527,28393471,791039,3911679,0,0,0,0,0,0,1034,4412263.861,50272,240123903,1798143,222035967,0,0,0,0,0,0
"CockroachDB","B",3,66,60,172.96041,10268,104007.8515,429,14434303,246655,2095103,0,0,0,0,0,0,523,503294.0115,49248,16924671,1188863,5341183,0,0,0,0,0,0
"CockroachDB","C",3,66,60,258.110458,15586,84660.64981,467,14483455,396031,653823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",3,66,60,18.99696,2650,134889.5702,554,17809407,650239,3936255,0,0,0,0,0,0,1351,1612590.295,42304,116129791,488959,78512127,1351,1764498.842,48736,117047295,903167,81264639
"CockroachDB","D",3,66,60,252.295859,14453,59179.12641,440,9945087,263679,583167,767,602664.4694,45568,4980735,2117631,2717695,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,3,60,43.139605,1265,40510.81344,284,230655,93055,114815,0,0,0,0,0,0,1327,96195.89149,15008,283903,172671,220543,0,0,0,0,0,0
"Citus","B",1,3,60,113.908873,6485,24028.39275,237,299263,77695,112383,0,0,0,0,0,0,355,66797.72394,14648,690687,124415,181759,0,0,0,0,0,0
"Citus","C",1,3,60,160.641701,9643,18616.30001,234,833535,65599,103295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,3,60,53.918224,3240,25508.10586,279,223231,80703,100543,0,0,0,0,0,0,1633,59399.96326,13664,279039,95487,120191,1633,84290.69443,19168,376319,147839,180351
"Citus","D",1,3,60,250.183162,14249,9358.694435,209,380671,49119,78399,776,59357.04639,11552,405759,114431,159487,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,12,60,92.02056,2852,72498.23212,271,454655,162943,209791,0,0,0,0,0,0,2680,189650.1791,53664,586751,284927,342783,0,0,0,0,0,0
"Citus","B",1,12,60,171.619082,9771,63681.5152,212,353535,186367,233599,0,0,0,0,0,0,550,175227.8109,50400,414207,311039,367359,0,0,0,0,0,0
"Citus","C",1,12,60,291.647255,17528,40974.37044,210,532991,161407,241279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,12,60,139.529467,8386,30944.83735,237,211583,111935,149631,0,0,0,0,0,0,4242,108255.6115,37856,344319,148991,194559,4242,140069.4389,38432,344575,222335,257535
"Citus","D",1,12,60,602.577748,34476,13939.39132,163,245247,90239,146687,1757,135321.9078,51680,363007,213503,246143,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,21,60,122.571747,3752,93275.22468,261,450815,214783,263167,0,0,0,0,0,0,3624,247092.1634,61536,704511,367103,441343,0,0,0,0,0,0
"Citus","B",1,21,60,196.987061,11251,97223.77904,211,457471,257535,305407,0,0,0,0,0,0,609,268889.4581,65088,586751,445951,521983,0,0,0,0,0,0
"Citus","C",1,21,60,339.974079,20461,61496.32877,183,602111,234239,342527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,21,60,194.297976,11681,36736.58908,221,251135,137983,183167,0,0,0,0,0,0,5823,142384.0082,44640,909311,199807,331263,5823,178503.6442,46016,909311,284415,350463
"Citus","D",1,21,60,942.054769,53902,14513.04577,160,315903,106815,162559,2756,172655.6517,73152,788991,259583,327679,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,30,60,142.617422,4247,111929.8302,262,422399,256255,326143,0,0,0,0,0,0,4337,302967.5149,90048,1204223,458751,601087,0,0,0,0,0,0
"Citus","B",1,30,60,215.722394,12348,127357.5973,197,590335,326655,381439,0,0,0,0,0,0,651,344883.318,120320,731647,557567,630271,0,0,0,0,0,0
"Citus","C",1,30,60,344.343229,20715,86769.93208,134,752127,313855,432639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,30,60,229.747455,13837,42297.96365,214,308735,156031,215167,0,0,0,0,0,0,6888,176163.698,62528,2049023,253951,570367,6888,218218.9756,62944,2050047,346367,570879
"Citus","D",1,30,60,1033.492902,59084,18834.27398,146,398079,137215,208255,3093,220454.5697,105216,865791,322559,389631,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,39,60,158.701712,4745,127969.1246,247,527871,299775,369151,0,0,0,0,0,0,4819,355879.0654,107776,3069951,540671,785919,0,0,0,0,0,0
"Citus","B",1,39,60,254.930885,14605,135984.9146,182,710655,394495,472831,0,0,0,0,0,0,776,453997.3608,176128,1062911,697343,798719,0,0,0,0,0,0
"Citus","C",1,39,60,363.662014,21911,106701.5021,158,1117183,366335,507647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,39,60,245.545574,14787,41558.22236,216,483583,157055,226559,0,0,0,0,0,0,7472,230481.8394,48640,10428415,322559,1853439,7472,272103.4347,79040,10428415,406271,1853439
"Citus","D",1,39,60,1252.617236,71513,19287.05786,135,477695,150911,221951,3867,247322.1329,109440,567807,358911,436223,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,48,60,169.082767,5083,148665.2607,250,839679,352511,443391,0,0,0,0,0,0,5111,411232.6511,126592,3790847,624127,1009151,0,0,0,0,0,0
"Citus","B",1,48,60,273.072207,15695,155586.5385,183,914943,454655,568831,0,0,0,0,0,0,786,548969.0382,235008,1170431,872959,994303,0,0,0,0,0,0
"Citus","C",1,48,60,365.128851,22018,130694.098,158,1048575,445695,593919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,48,60,260.802622,15753,41168.93132,218,373759,160511,225279,0,0,0,0,0,0,7878,282719.7075,40544,13434879,376831,3741695,7878,323583.74,70336,13434879,430847,3743743
"Citus","D",1,48,60,1502.416663,86001,19256.50269,132,554495,157183,234751,4455,273877.6925,134784,740351,399359,481279,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,57,60,169.744318,5201,161206.8435,246,1202175,386303,502783,0,0,0,0,0,0,5076,503516.1481,126272,9740287,759295,2883583,0,0,0,0,0,0
"Citus","B",1,57,60,275.479314,15832,184604.1377,161,1202175,537087,675839,0,0,0,0,0,0,821,600138.3678,235520,1499135,948735,1196031,0,0,0,0,0,0
"Citus","C",1,57,60,369.434676,22271,153369.6916,139,1252351,518399,688127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,57,60,257.178506,15665,45388.82349,198,417023,174079,252671,0,0,0,0,0,0,7761,349520.035,39552,27033599,380159,5464063,7761,394630.8981,75840,27033599,475135,5468159
"Citus","D",1,57,60,1521.4205,87034,22177.45065,134,759807,174847,278271,4519,327577.7615,134144,825855,500991,607743,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,66,60,173.933861,5273,181477.8599,247,911871,431103,543743,0,0,0,0,0,0,5262,562936.8483,144768,12402687,882175,3471359,0,0,0,0,0,0
"Citus","B",1,66,60,288.854315,16575,205687.1974,157,1180671,593407,773631,0,0,0,0,0,0,877,628311.2064,233344,1529855,1055743,1248255,0,0,0,0,0,0
"Citus","C",1,66,60,373.774571,22533,175396.3038,156,1381375,588287,813055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,66,60,266.095338,16177,46759.73877,212,449535,181631,261503,0,0,0,0,0,0,8207,390583.7183,86656,41648127,430591,6152191,8207,436787.1173,87168,41648127,491519,6156287
"Citus","D",1,66,60,1578.069229,90316,24262.37465,131,978943,189951,311295,4739,371280.1249,135680,1273855,578047,728575,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,3,60,92.328694,2808,18054.46652,905,1529855,73151,137087,0,0,0,0,0,0,2738,46849.19576,2748,1593343,133759,218623,0,0,0,0,0,0
"Citus","B",3,3,60,182.872919,10565,14643.32977,810,458751,70975,111103,0,0,0,0,0,0,563,45678.373,4512,1283071,113407,201983,0,0,0,0,0,0
"Citus","C",3,3,60,254.758297,15299,11736.92758,748,465151,63743,94591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,3,60,137.627819,8264,9233.401016,832,420095,50591,80063,0,0,0,0,0,0,4127,25006.88563,2640,1544191,70527,122623,4127,34172.84347,3852,1569791,92095,161919
"Citus","D",3,3,60,465.712572,26583,5291.81665,698,376575,27279,68223,1370,28301.35985,3366,1048575,71871,134271,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,12,60,161.679834,4865,30772.12148,859,1579007,137343,217087,0,0,0,0,0,0,4856,116943.4347,2806,2050047,290047,409599,0,0,0,0,0,0
"Citus","B",3,12,60,317.290256,18095,31200.08428,699,1354751,166143,257279,0,0,0,0,0,0,977,157925.1709,5768,2164735,372479,541695,0,0,0,0,0,0
"Citus","C",3,12,60,496.189937,29823,24096.94571,713,1699839,130175,232191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,12,60,306.953278,18435,10390.29346,807,391935,51519,99199,0,0,0,0,0,0,9194,57310.89874,2778,1410047,152063,274175,9194,67711.48499,4056,1425407,176383,299519
"Citus","D",3,12,60,996.038747,56792,7706.478148,668,565247,45119,107071,3052,92000.308,3154,870911,275199,560639,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,21,60,195.706042,5801,40017.85141,894,1446911,175743,287231,0,0,0,0,0,0,5967,171139.4713,3742,1927167,392191,575999,0,0,0,0,0,0
"Citus","B",3,21,60,391.361387,22405,41792.55099,712,1173503,215551,315647,0,0,0,0,0,0,1162,277529.5714,6752,2330623,643583,1051647,0,0,0,0,0,0
"Citus","C",3,21,60,587.980833,35340,35580.51868,701,1620991,195711,394495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,21,60,413.535461,24851,11907.06442,762,426751,57919,106111,0,0,0,0,0,0,12394,77535.76335,2588,1708031,183551,396031,12394,89569.31096,3642,1769471,211199,418815
"Citus","D",3,21,60,1128.92655,64778,9420.545972,623,688127,59167,128959,3434,189448.2831,4368,2660351,629247,1363967,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,30,60,229.883343,6885,43943.58359,810,1538047,192511,286719,0,0,0,0,0,0,6988,212480.9619,4312,1686527,452863,722943,0,0,0,0,0,0
"Citus","B",3,30,60,419.673863,24933,50680.59824,707,1490943,253695,371711,0,0,0,0,0,0,1292,440932.1796,5836,3737599,1070079,3074047,0,0,0,0,0,0
"Citus","C",3,30,60,637.062368,38376,46880.68027,666,2908159,280575,609791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,30,60,482.6401,29067,13263.6303,672,686591,63167,119039,0,0,0,0,0,0,14476,97612.68355,3470,1268735,233215,520191,14476,110817.0435,4768,1269759,260095,546815
"Citus","D",3,30,60,1206.874813,69027,11635.36702,626,704511,76031,161023,3721,267687.9613,2516,2021375,909311,1477631,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,39,60,277.443983,8407,43579.49518,791,1619967,183423,317695,0,0,0,0,0,0,8309,235822.644,3686,1815551,593919,897023,0,0,0,0,0,0
"Citus","B",3,39,60,491.211002,28368,58041.63166,673,1350655,326911,643071,0,0,0,0,0,0,1421,492037.2836,6956,4980735,1562623,2947071,0,0,0,0,0,0
"Citus","C",3,39,60,662.389616,39905,58513.06994,637,3682303,371967,804351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,39,60,524.160851,31544,14776.63308,739,481023,67135,118975,0,0,0,0,0,0,15707,119010.3008,2692,2093055,309759,614399,15707,133615.6042,4058,2140159,336895,633343
"Citus","D",3,39,60,1265.801514,72276,14152.02407,598,799231,86847,193407,3805,344414.4344,3940,2127871,1131519,1616895,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,48,60,281.204355,8477,47771.33302,823,1573887,208895,362239,0,0,0,0,0,0,8465,289760.3348,3318,4739071,694271,1089535,0,0,0,0,0,0
"Citus","B",3,48,60,465.47159,26898,73370.35501,667,1753087,435455,849919,0,0,0,0,0,0,1405,659874.0683,6100,6127615,3477503,5476351,0,0,0,0,0,0
"Citus","C",3,48,60,657.149005,39701,72499.46218,656,4085759,503551,1049599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,48,60,536.225856,32232,16116.2074,675,499711,75839,140543,0,0,0,0,0,0,16186,145406.4178,2940,2443263,436991,714751,16186,161394.0493,4244,2443263,457983,726015
"Citus","D",3,48,60,1285.000248,73736,16177.86167,599,1086463,101375,237951,3905,431384.9895,5152,2619391,1492991,2051071,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,57,60,235.860906,7110,57093.87117,844,2044927,243199,370687,0,0,0,0,0,0,7161,420294.0969,5832,25853951,896511,5812223,0,0,0,0,0,0
"Citus","B",3,57,60,321.385591,18790,102162.113,690,3549183,460287,1117183,0,0,0,0,0,0,972,1592176.309,12152,10231807,6004735,7057407,0,0,0,0,0,0
