timestamp,database,workload,nodes,threads,duration,throughput,readOperationCount,readAvgLatency,readMinLatency,readMaxLatency,readPer95Latency,readPer99Latency,insertOperationCount,insertAvgLatency,insertMinLatency,insertMaxLatency,insertPer95Latency,insertPer99Latency,updateOperationCount,updateAvgLatency,updateMinLatency,updateMaxLatency,updatePer95Latency,updatePer99Latency,scanOperationCount,scanAvgLatency,scanMinLatency,scanMaxLatency,scanPer95Latency,scanPer99Latency,rmwOperationCount,rmwAvgLatency,rmwMinLatency,rmwMaxLatency,rmwPer95Latency,rmwPer99Latency
2018-05-11 23:08:30,postgres,a,1,3,60.000000,27.077824,791.000000,65670.241466,324.000000,378111.000000,154879.000000,218879.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,837.000000,151923.603345,16592.000000,396031.000000,272127.000000,326655.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:10:31,postgres,a,1,9,60.000000,50.994323,1512.000000,91293.841931,277.000000,499199.000000,205055.000000,252031.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1560.000000,257518.389744,46656.000000,2330623.000000,363263.000000,1357823.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:12:37,postgres,a,1,15,60.000000,64.271583,1932.000000,103129.506729,277.000000,806911.000000,259071.000000,548863.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1934.000000,361709.468459,72128.000000,4175871.000000,1137663.000000,2174975.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:14:37,postgres,a,1,21,60.000000,110.429448,3329.000000,90224.230400,242.000000,449023.000000,244991.000000,287999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3331.000000,287841.162414,48256.000000,758271.000000,449279.000000,547839.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:16:38,postgres,a,1,27,60.000000,141.074155,4244.000000,84001.394204,233.000000,390655.000000,247039.000000,294399.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4256.000000,296583.755639,57152.000000,1423359.000000,465407.000000,590847.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:18:39,postgres,a,1,33,60.000000,131.683760,3998.000000,89087.359180,219.000000,483071.000000,303359.000000,385279.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3937.000000,412010.582677,79232.000000,3354623.000000,659967.000000,990207.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:20:40,postgres,a,1,39,60.000000,185.456838,5609.000000,67750.554644,227.000000,386303.000000,239615.000000,313343.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5567.000000,351516.769535,83264.000000,6569983.000000,550399.000000,2099199.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:22:41,postgres,a,1,45,60.000000,155.790095,4724.000000,64516.391406,212.000000,1009151.000000,242815.000000,338943.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4782.000000,502931.265579,119168.000000,21889023.000000,906751.000000,4726783.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:24:42,postgres,b,1,3,60.000000,124.256510,7105.000000,20521.012667,233.000000,241919.000000,86335.000000,128575.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,353.000000,95507.014164,16464.000000,280575.000000,183167.000000,232319.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-11 23:26:43,postgres,b,1,9,60.000000,171.549300,9801.000000,45121.020610,213.000000,299775.000000,148351.000000,220159.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,511.000000,189032.579256,47232.000000,489983.000000,339967.000000,423679.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
