timestamp,database,workload,nodesCount,threadsCount,duration,throughput,readOperationCount,readAvgLatency,readMinLatency,readMaxLatency,readPer95Latency,readPer99Latency,insertOperationCount,insertAvgLatency,insertMinLatency,insertMaxLatency,insertPer95Latency,insertPer99Latency,updateOperationCount,updateAvgLatency,updateMinLatency,updateMaxLatency,updatePer95Latency,updatePer99Latency,scanOperationCount,scanAvgLatency,scanMinLatency,scanMaxLatency,scanPer95Latency,scanPer99Latency,rmwOperationCount,rmwAvgLatency,rmwMinLatency,rmwMaxLatency,rmwPer95Latency,rmwPer99Latency
2018-05-05 21:27:11,postgres,a,1,25,300.000000,130.675559,19583.000000,84673.411837,227.000000,759295.000000,245503.000000,300799.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19682.000000,296359.865054,63296.000000,3069951.000000,460799.000000,864255.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 21:36:36,postgres,a,1,50,300.000000,167.704356,25115.000000,102579.845073,209.000000,850943.000000,321535.000000,408831.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25443.000000,487937.769603,74688.000000,29278207.000000,794623.000000,4268031.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 21:45:48,postgres,a,1,100,300.000000,155.179650,24127.000000,134055.735193,210.000000,1196031.000000,428287.000000,631295.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24310.000000,1120799.502427,93504.000000,178913279.000000,1243135.000000,24264703.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 21:55:22,postgres,b,1,25,300.000000,172.327551,49077.000000,130519.999103,187.000000,1050623.000000,375807.000000,475135.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2669.000000,406380.157362,98944.000000,1950719.000000,730111.000000,1157119.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 22:04:39,postgres,b,1,50,300.000000,243.135029,69584.000000,166922.460882,161.000000,1940479.000000,538111.000000,706559.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3649.000000,923769.177309,201600.000000,11263999.000000,2574335.000000,3571711.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 22:13:52,postgres,b,1,100,300.000000,250.011262,73830.000000,329412.233130,143.000000,2873343.000000,1118207.000000,1517567.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3867.000000,1504573.848461,213888.000000,46071807.000000,4284415.000000,6737919.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 22:23:24,postgres,c,1,25,300.000000,276.290361,83062.000000,90182.368761,143.000000,1644543.000000,370943.000000,598527.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 22:32:42,postgres,c,1,50,300.000000,303.943005,91468.000000,163782.946364,156.000000,2865151.000000,592383.000000,943103.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 22:42:03,postgres,c,1,100,300.000000,341.399590,102806.000000,291282.330963,137.000000,4775935.000000,1067007.000000,1857535.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-05 22:51:28,postgres,d,1,25,300.000000,465.406532,133337.000000,33846.515738,132.000000,1274879.000000,187263.000000,303615.000000,7058.000000,423401.956362,94272.000000,2963455.000000,1724415.000000,2213887.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
