timestamp,database,workload,nodes,threads,duration,throughput,readOperationCount,readAvgLatency,readMinLatency,readMaxLatency,readPer95Latency,readPer99Latency,insertOperationCount,insertAvgLatency,insertMinLatency,insertMaxLatency,insertPer95Latency,insertPer99Latency,updateOperationCount,updateAvgLatency,updateMinLatency,updateMaxLatency,updatePer95Latency,updatePer99Latency,scanOperationCount,scanAvgLatency,scanMinLatency,scanMaxLatency,scanPer95Latency,scanPer99Latency,rmwOperationCount,rmwAvgLatency,rmwMinLatency,rmwMaxLatency,rmwPer95Latency,rmwPer99Latency
2018-05-19 13:28:57,postgres,a,3,12,60.000000,187.392846,5639.000000,25486.879589,870.000000,1432575.000000,103999.000000,170239.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5619.000000,101703.400071,2638.000000,1500159.000000,247167.000000,418559.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-19 13:32:50,postgres,b,3,12,60.000000,359.004660,20482.000000,25575.414803,643.000000,614399.000000,130495.000000,208255.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1087.000000,179223.526219,3720.000000,2073599.000000,477183.000000,821759.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-19 13:36:33,postgres,c,3,12,60.000000,576.951240,34669.000000,20725.489861,689.000000,670719.000000,111807.000000,228351.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-19 13:40:21,postgres,f,3,12,60.000000,351.422349,21137.000000,8968.236505,714.000000,556031.000000,40639.000000,78527.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10482.000000,50537.090536,2332.000000,1434623.000000,119679.000000,246783.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10482.000000,59561.006392,3342.000000,1435647.000000,138751.000000,270591.000000
2018-05-19 13:44:09,postgres,d,3,12,60.000000,1030.917022,58891.000000,6853.670442,648.000000,631295.000000,40159.000000,84991.000000,3030.000000,103806.351815,2766.000000,2134015.000000,316927.000000,666623.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-19 13:50:21,postgres,a,3,21,60.000000,220.252954,6657.000000,34697.503981,824.000000,1918975.000000,141439.000000,223999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6578.000000,155626.374886,3684.000000,2083839.000000,347903.000000,689151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-19 13:54:14,postgres,b,3,21,60.000000,416.592210,23932.000000,36906.102917,714.000000,1074175.000000,192127.000000,312319.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1246.000000,301761.052970,4784.000000,3049471.000000,776191.000000,1997823.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-19 13:57:58,postgres,c,3,21,60.000000,582.732139,35056.000000,35850.410087,629.000000,1290239.000000,209919.000000,408831.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-19 14:01:44,postgres,f,3,21,60.000000,423.975928,25503.000000,11588.003411,700.000000,635903.000000,54015.000000,100543.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12777.000000,75290.246772,2832.000000,1550335.000000,177151.000000,373503.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12777.000000,87122.948266,4196.000000,1583103.000000,202879.000000,395263.000000
2018-05-19 14:05:26,postgres,d,3,21,60.000000,1225.171404,69972.000000,9228.053736,669.000000,1538047.000000,57727.000000,117119.000000,3651.000000,167562.457409,3062.000000,2089983.000000,530943.000000,968703.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
