timestamp,database,workload,nodes,threads,duration,throughput,readOperationCount,readAvgLatency,readMinLatency,readMaxLatency,readPer95Latency,readPer99Latency,insertOperationCount,insertAvgLatency,insertMinLatency,insertMaxLatency,insertPer95Latency,insertPer99Latency,updateOperationCount,updateAvgLatency,updateMinLatency,updateMaxLatency,updatePer95Latency,updatePer99Latency,scanOperationCount,scanAvgLatency,scanMinLatency,scanMaxLatency,scanPer95Latency,scanPer99Latency,rmwOperationCount,rmwAvgLatency,rmwMinLatency,rmwMaxLatency,rmwPer95Latency,rmwPer99Latency
2018-05-15 18:35:03,postgres,a,1,3,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-15 18:36:50,postgres,b,1,3,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-15 18:38:35,postgres,c,1,3,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-15 18:40:23,postgres,f,1,3,60.000000,44.170082,2651.000000,38557.875896,271.000000,1118207.000000,86143.000000,119359.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1369.000000,55977.709277,13480.000000,2081791.000000,86015.000000,134143.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1369.000000,95073.922571,14400.000000,2533375.000000,152319.000000,249983.000000
2018-05-15 18:43:07,postgres,d,1,3,60.000000,199.503491,11390.000000,12770.590957,210.000000,335871.000000,51359.000000,85823.000000,584.000000,58266.671233,22480.000000,455935.000000,102143.000000,135039.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-15 18:48:13,postgres,a,1,12,60.000000,90.709583,2702.000000,73110.868246,252.000000,350463.000000,165247.000000,205695.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2754.000000,186963.793755,46880.000000,543231.000000,287487.000000,352767.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-15 18:50:56,postgres,b,1,12,60.000000,178.343949,10184.000000,61559.293107,234.000000,403711.000000,181375.000000,231551.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,540.000000,169633.718519,52960.000000,390399.000000,305407.000000,356607.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-15 18:53:40,postgres,c,1,12,60.000000,288.623233,17335.000000,41443.240785,185.000000,601087.000000,161919.000000,246655.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-15 18:56:23,postgres,f,1,12,60.000000,145.416736,8741.000000,30553.368493,234.000000,189567.000000,111359.000000,142719.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4368.000000,103385.170330,23904.000000,419583.000000,141183.000000,182271.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4368.000000,134083.847985,24352.000000,419839.000000,213503.000000,250751.000000
2018-05-15 18:59:07,postgres,d,1,12,60.000000,551.098837,31486.000000,15765.473353,169.000000,254975.000000,95295.000000,156031.000000,1640.000000,135684.409756,44096.000000,326143.000000,214143.000000,248575.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
