timestamp,database,workload,nodes,threads,target,duration,throughput,readOperationCount,readAvgLatency,readMinLatency,readMaxLatency,readPer95Latency,readPer99Latency,insertOperationCount,insertAvgLatency,insertMinLatency,insertMaxLatency,insertPer95Latency,insertPer99Latency,updateOperationCount,updateAvgLatency,updateMinLatency,updateMaxLatency,updatePer95Latency,updatePer99Latency,scanOperationCount,scanAvgLatency,scanMinLatency,scanMaxLatency,scanPer95Latency,scanPer99Latency,rmwOperationCount,rmwAvgLatency,rmwMinLatency,rmwMaxLatency,rmwPer95Latency,rmwPer99Latency
2018-05-07 20:55:05,postgres,c,3,50,500,60.000000,497.214971,15461.000000,6377.843671,762.000000,375039.000000,21711.000000,85439.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-07 20:57:07,postgres,f,3,50,100,60.000000,98.933219,3078.000000,5061.272255,939.000000,220799.000000,15143.000000,46367.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1545.000000,19605.769579,2650.000000,323071.000000,83647.000000,147199.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3017.000000,13707.732184,1596.000000,336127.000000,47487.000000,141439.000000
2018-05-07 20:59:08,postgres,f,3,50,200,60.000000,198.613553,6100.000000,5147.177377,931.000000,342783.000000,18479.000000,42751.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3022.000000,22801.797154,2442.000000,410111.000000,78527.000000,154239.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5972.000000,15230.714166,1434.000000,448255.000000,50207.000000,139775.000000
2018-05-07 21:01:09,postgres,f,3,50,300,60.000000,298.343183,9209.000000,15197.909871,732.000000,417791.000000,75007.000000,279551.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4653.000000,104241.413067,2744.000000,1432575.000000,426495.000000,624639.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9044.000000,61859.591663,1204.000000,1433599.000000,344831.000000,557055.000000
2018-05-07 21:03:10,postgres,f,3,50,400,60.000000,385.338253,12033.000000,18546.536275,731.000000,460031.000000,94463.000000,296959.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5995.000000,208541.786155,2872.000000,7647231.000000,543231.000000,2396159.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11611.000000,118357.833089,1165.000000,7647231.000000,450559.000000,1245183.000000
2018-05-07 21:05:11,postgres,f,3,50,500,60.000000,395.527557,12437.000000,18572.102115,691.000000,479231.000000,80447.000000,301567.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6140.000000,356793.748860,4332.000000,16351231.000000,980991.000000,5390335.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11851.000000,195817.739516,1130.000000,16351231.000000,538111.000000,3338239.000000
2018-05-07 21:07:14,postgres,d,3,50,100,60.000000,98.848258,2706.000000,5575.495565,1071.000000,254591.000000,16015.000000,69951.000000,140.000000,31193.642857,3122.000000,295167.000000,146303.000000,272127.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-07 21:09:15,postgres,d,3,50,200,60.000000,198.481382,5429.000000,3781.658869,972.000000,99135.000000,12687.000000,29551.000000,134.000000,13787.291045,3306.000000,215295.000000,27503.000000,101695.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-07 21:11:18,postgres,d,3,50,300,60.000000,298.267471,8222.000000,3969.175261,892.000000,289279.000000,13327.000000,40703.000000,158.000000,23177.708861,3048.000000,227583.000000,102143.000000,140543.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-07 21:13:21,postgres,d,3,50,400,60.000000,398.328182,11125.000000,3558.312090,817.000000,279039.000000,12239.000000,30015.000000,119.000000,23248.025210,3614.000000,270591.000000,79679.000000,266751.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-05-07 21:15:22,postgres,d,3,50,500,60.000000,497.997907,13487.000000,3651.642322,791.000000,327423.000000,11559.000000,35583.000000,142.000000,25034.281690,2972.000000,271103.000000,106879.000000,222207.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
